scenario,condition,reward,response_index,rank,feature_label,activation,source_log
Baseline (Offer: 10),baseline,,19,7,The assistant should select between provided options,28.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,19,8,Rejection and prevention of rejection in medical and emotional contexts,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,19,9,The assistant is explaining why it cannot fulfill an unethical request,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,19,10,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,1,Economic tradeoffs and payoff structures in social contexts,133.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,2,Game theory concepts involving cooperation versus competition,58.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,3,Formal offer and counteroffer language in negotiations,55.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,4,Descriptions of experimental procedures and participant tasks in research studies,40.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,5,Negotiation strategies and tactics being discussed,35.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,6,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,7,Ensuring fairness and equal treatment,26.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,8,Rejection and prevention of rejection in medical and emotional contexts,24.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,9,Probability-based decision making scenarios with explicit numerical comparisons,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,20,10,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,1,Economic tradeoffs and payoff structures in social contexts,124.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,2,Game theory concepts involving cooperation versus competition,62.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,3,Formal offer and counteroffer language in negotiations,47.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,4,Descriptions of experimental procedures and participant tasks in research studies,41.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,5,Negotiation strategies and tactics being discussed,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,6,The assistant should select between provided options,26.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,7,Rejection and prevention of rejection in medical and emotional contexts,22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,8,Ensuring fairness and equal treatment,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,9,Probability-based decision making scenarios with explicit numerical comparisons,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,21,10,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,1,Economic tradeoffs and payoff structures in social contexts,124.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,2,Game theory concepts involving cooperation versus competition,62.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,3,Formal offer and counteroffer language in negotiations,47.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,4,Descriptions of experimental procedures and participant tasks in research studies,41.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,5,Negotiation strategies and tactics being discussed,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,6,The assistant should select between provided options,26.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,7,Rejection and prevention of rejection in medical and emotional contexts,22.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,8,Ensuring fairness and equal treatment,20.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,9,Probability-based decision making scenarios with explicit numerical comparisons,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,22,10,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,1,Economic tradeoffs and payoff structures in social contexts,144.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,2,Game theory concepts involving cooperation versus competition,64.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,3,Formal offer and counteroffer language in negotiations,51.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,4,Descriptions of experimental procedures and participant tasks in research studies,39.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,5,Ensuring fairness and equal treatment,37.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,6,Negotiation strategies and tactics being discussed,35.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,7,The assistant is explaining why it cannot fulfill an unethical request,31.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,8,The assistant should select between provided options,28.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,9,"The assistant should maintain a careful, diplomatic tone while discussing sensitive topics",23.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,23,10,Rejection and prevention of rejection in medical and emotional contexts,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,1,Economic tradeoffs and payoff structures in social contexts,133.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,2,Game theory concepts involving cooperation versus competition,58.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,3,Formal offer and counteroffer language in negotiations,55.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,4,Descriptions of experimental procedures and participant tasks in research studies,40.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,5,Negotiation strategies and tactics being discussed,35.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,6,The assistant should select between provided options,29.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,7,Ensuring fairness and equal treatment,26.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,8,Rejection and prevention of rejection in medical and emotional contexts,24.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,9,Probability-based decision making scenarios with explicit numerical comparisons,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,24,10,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,1,Economic tradeoffs and payoff structures in social contexts,133.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,2,Game theory concepts involving cooperation versus competition,56.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,3,Formal offer and counteroffer language in negotiations,46.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,4,Descriptions of experimental procedures and participant tasks in research studies,39.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,5,Negotiation strategies and tactics being discussed,33.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,6,The assistant should select between provided options,27.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,7,Ensuring fairness and equal treatment,26.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,8,Rejection and prevention of rejection in medical and emotional contexts,21.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,9,The assistant is explaining why it cannot fulfill an unethical request,19.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,25,10,Section breaks and formatting elements in structured training data,18.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,26,1,Economic tradeoffs and payoff structures in social contexts,153.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,26,2,Game theory concepts involving cooperation versus competition,67.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,26,3,Formal offer and counteroffer language in negotiations,53.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
Baseline (Offer: 10),baseline,,26,4,The assistant is explaining why it cannot fulfill an unethical request,46.0,data/raw/games/ultimatum/results_20251008_201139/feature_activations.txt
